,text,n_tokens
388,"A user must have the Orders privilege ""Edit Orders"" enabled to lock lab records.Set Final Review Status: Enables user to set labs to ""Final Review"" status.Set Preliminary Review Status: Enables user to set labs to ""Preliminary Review"" status.Unlock Lab Records: Enables user to unlock lab records. A user must have the Orders privilege ""Edit Orders"" enabled to unlock Lab records.View Lab Records: Enables user to view lab records. A user must have the Orders privilege ""View Orders"" enabled to view lab records.For more information on Labs privileges, see the Labs - User Group Privileges documentation.LedgerApply Payments to Charges: Allows a user to apply existing payments to charges. This functionality will work even if the ""Edit Transactions"" and ""Edit Same Day Transactions"" privileges are disabled.Create Billing Contracts: Allows a user to add new Billing Contracts in the ledger.Create Ledger Comments: Allows a user to create new Comments on the Ledger.Create New Codes from Charge: Allows a user to add new codes to a fee schedule from the New Charge window.Create Transactions: Allows a user to create new ledger transactions, such as charges and payments.Create Treatments and Transactions: Allows a user to add new ledger items, such as charges, treatments, and payments into the transaction ledger and treatment plans. We recommend that any user needing to add new line items to a ledger or treatment plan should have both ""Create Transactions"" and this privilege enabled.Create/Edit Incidents: Allows a user to create and edit Incidents in the Ledger sidebar.Delete Billing Contracts: Allows a user to delete Billing Contracts in the ledger.Delete Claims: Allows a user to delete insurance claims from the ledger.Delete Payment: Allows a user to delete payment records from the ledger. A user must have the ""Delete Transactions"" privilege enabled in order to delete payments. Delete Same Day Payments: Allows a user to delete payment records from the ledger, provided they were posted on the same day they are deleted. The ""Delete Payment"" privilege overrides this privilege.Delete Same Day Transaction: Allows a user to delete transactions from the ledger, provided they were posted on the same day they are deleted.",437
389,"The ""Delete Transactions"" privilege overrides this privilege.Delete Statements: Allows a user to delete Statement line items from the ledger.Delete Transactions: Allows a user to delete line items from the ledger.Delete Treatments: Allows a user to delete items from a Treatment Plan.Edit Same Day Transaction: Allows a user to edit transactions, provided the edit is made on the same day the transaction was posted. The ""Edit Transactions"" privilege overwrites this privilege.Edit Transactions: Allows a user to edit ledger transactions and claim statuses.Edit Treatments: Allows a user to edit existing Treatment Plan records.View Ledger: Allows the user to access the Ledger tab of the Patient ability. Without this privilege active, a user won't be able to perform any function within the Ledger.ListEdit Lists Of Other Users: Allows a user to create, edit, and delete lists, even if they were not created by this user.Export Lists: Allows a user to export a list out of MacPractice.View Lists: Allows a user to view the List Tab of the Drawer. This privilege must be enabled in order to do anything with Lists.lists and the Lists tab in the drawer.ManagersChange Encounter Form Status: Allows the user to change the status of Encounter Forms in the Encounter Tracker. Automatic status changes can still occur even if a user doesn't have this privilege enabled.Delete Encounter Tracker Record: Allows a user to delete unprinted records or archive printed records in the Encounter Tracker list.Import Charting Code Map: Allows the user to import a Charting Code Map.View Charting Code Map: Allows the user to Access the Charting Code Map feature in Managers.View Collections Manager: Allows the user to access the Collections Manager. This privilege will also allow the user to send and edit transactions in the Collections Manager.View Database Utilities: Allows the user to view and perform Database Utilities on the Server Computer, located in the Managers Ability.",382
390,"Database Utilities can have a huge impact on your database, so a user should always ensure that they have a recent backup available before using a Database Utility.View Encounter Tracker: Allows the user to view and generate encounters in the Encounter Tracker. View Ledger Audit Trail: Allows the user to view the Ledger Audit Trail. View Managers Ability: Allows the user to view and utilize the Managers Ability.View Statement Manager: Allows the user to view and use the Statements Manager. View Trace Payment Number Manager : Allows the user to access the Trace Payment Number manager.NotesArchive Locked Notes: Allows a user to archive patient notes that have been locked.Archive New Notes: Allows a user to archive unlocked patient notes.Archive/Delete Note Templates: Allows a user to archive or delete note templates.Create Notes: Allows a user to create new patient notes, either from a template, or a new blank note.Create/Edit Note Templates: Allows a user to add new Note Templates, or edit existing patient Note Templates.Edit Notes References: Allows the user to edit References in the Notes Ability, such as Notes Template Group.Edit Notes: Allows the user to edit existing patient note records.Import/Download Note Templates: Allows the user to add new Note Templates by importing them, or downloading them from the Shared Templates node.Lock Notes: Allows the user to lock notes.Upload Notes Template: Allows the user to upload note templates to the MacPractice Shared Template library. All uploaded templates are subject to review by MacPractice before they will appear in the Shared Template list.View Locked Notes: Allows the user to view notes that have been locked.View Notes References: Allows the user to view references in the Notes Ability, such as Note Templates Group.View Notes Ability: Allows the user to access the Notes Ability.OpticalCreate/Edit Optical Prescriptions: Allows users to create and edit Optical prescriptions. Delete Optical Prescriptions: Allows a user to delete existing Optical prescriptions from the Optical ability.View Optical Ability: Allows the user to access the Optical ability.View/Edit Optical References: Allows the user to view and edit Optical References located in the Optical ability. OrderAdd Order Notes: Allows a user to add notes to an existing order.Archive Orders: Allows a user to archive existing orders, including Lab orders.Create Orders: Allows a user to create new Order records.Edit Orders: Allows a user to edit the fields and pop-up menus on an order.",485
391,"Users without this privilege can still add notes and reminders to orders.Import Charges: Allows a user to import charges from an order, including EMR Careslip charges).Import Patient: Allows a user to import patients from external sources. In order for this privilege to work properly, the ""Edit Orders"" privilege must also be enabled.Sign Orders: Allows a user to use the Sign button in the Orders Ability.View Orders Ability: Allows a user to access the Orders Ability.PatientsArchive/Retrieve Patients: Allows the user to Archive or retrieve archived patient records.Delete Patients: Allows a user to delete patient records.Edit Patient Demographics And Account Information: Allows the user to create patient records and edit patient demographics and account information.Edit References from the Patients Ability: This privilege allows the user to create, edit, and delete References that interact with data in the Patients Ability.View Patient Ability: Allows a user to view the Patients ability.View/Edit Clinical Data: Allows the user to view and edit information in the Clinical tab of the Patient ability.PerioCreate Perio Charts: Enables user to add Perio Charts.Delete Perio Charts: Enables user to delete Perio Charts.Edit Perio Charts: Enables user to edit Perio Charts.Lock/Unlock Perio Records: Enable user to lock Perio records.View Perio Charts: Enables user to view Perio Charts.ReferencesArchive Insurance Companies: Allows the user to archive Insurance Company references.Create Patient Portal Users: Allows the user to create new Patient Portal Users in the Patient Portal User Reference.Delete Forms: Allows the user to delete forms from the Forms node.Delete Patient Portal Users: Allows the user to delete references in the Patient Portal User section.Edit Cash Accounts References:Edit Clinical Decision Rules: Allows the user to edit alerts for Clinical Decision Rules.Edit Fee Schedules, Fees and Supercodes: Allows a user to Edit Fee Schedules, individual codes within the fee schedule, and Super Codes.Edit Insurance Companies: Allows a user to edit Insurance Company records.Edit Offices: Allows the user to edit  Office References.Some Office Reference fields are tied to your license information demographics can only be edited by the MacPractice Accounting Department. If you need these changed, feel free to give us a call!Edit Patient Portal Users: Enables the user to edit references in the Patient Portal User section.Edit References in References Ability: Allows the user to edit References in the References ability.This privilege applies for most general References.",499
392,"It does not apply to References that have their own unique privilege (Fee Schedules, Insurance, Office, Supercodes, Users and User Group Privileges).Edit Users and Group Privileges: Allows a user to create and edit references for Users and User Group Privileges.Edit Users' Direct Message Settings: Allows the user to edit Direct Message settings for a user.View Cash Accounts References: Allows a user to view and edit the Cash Account References that interact with the Ledger and the Accounting Ability.View Patient Portal User References: Enables the user to view references in the Patient Portal User section.ReportsRun Auto Reports: Allows the user to use the Auto Reports feature in the Reports Ability.Set Report Filter Defaults: Allows the user to adjust settings in the Report Filter Defaults node in the Reports Ability. View Reports (for each category): Each category of Reports has a separate privilege which allows the user to access the reports contained in that category.Reputation Marketing (Reputation Loop)View Reputation Marketing Ability: Allows the user to access the Reputation Marketing Ability.RxChange Prescription Status in Rx Ability: Allows a user to move prescriptions between the Active Meds list and the Inactive Meds list. This privilege only impacts the Rx Ability.Create Prescriptions: Allows a user to create prescriptions.Delete Printed Prescriptions: Allows a user to delete printed prescriptions.Edit Prescriptions: Allows the user to edit created prescriptions.Print Prescriptions: Allows the user to print paper prescriptions. This privilege does not effect printing prescriptions from ePrescribe.View ePrescribe Manager: Allows the user to access the ePrescribe Manager. View Rx Ability: Allows access to view the Rx ability.SchedulingAdd Transparencies to Sidebar: Add new Transparency categories in the sidebar.Add Transparency Block to Calendar: Add new Transparencies to the schedule, using an existing Transparency category.Add/Edit/Delete Online Scheduling Rules: Enable adding, editing, or deleting of Online Scheduling Rules.Create New Appointment Statuses From Appointment Detail View: Enable the user to add new appointment statuses from the appointment detail view. This is independent of the Edit Scheduling References Privilege.Create New Appointment Types From Appointment Detail View: Enable user to add new appointment types from the appointment detail view.",454
393,"This is independent of the Edit Scheduling References Privilege.Delete Transparencies in Sidebar: Delete Transparency categories.Delete Transparency Blocks on Calendar: Delete Transparency blocks on the schedule.Edit Scheduling Goals: Edit the Scheduling Goals, either in the Calendar view, or in Preferences > Scheduling > Goals.Edit Scheduling References: Edit the References in the Scheduling ability, such as Appointment Display, Appointment Type, and Appointment Status. Users without this privilege can still add new statuses and types through the Appointment Window, if they have the Add Appointment Statuses/Types in Scheduling privilege.Enable Add/Modify Appointments: Enable user to add or modify appointments.Enable Delete Appointments: Delete existing appointment records.Export Appointments to iCal: Enables the user to export appointments to iCal from the print window in the Schedule. WARNING: MacPractice cannot guarantee the security of patient information exported outside of the MacPractice application.Update Transparencies in Sidebar: Edit existing Transparency categories in the sidebar.Update Transparency Blocks on Calendar: Edit existing Transparency blocks on the schedule.View Goals: View Scheduling Goal information in the Calendar view.View Scheduling Ability: View/Access the Scheduling ability.View Scheduling References: View the References related to the Scheduling ability, such as Appointment Display, Appointment Type, and Appointment Status.SecurityAuthorize Remote PIN: Allows a user to authorize remote connection PINs from any computer.Create Support Tickets via the Bubble: Allows the user to submit a support ticket using the support bubble. This is enabled by default. The Support bubble is available in MacPractice Version 4.2 and above.Receive Security Alert Notifications: Allows a user to see Security Alerts when they log in.Set Emergency Password: Set the Emergency Password in Preferences > Security.Unlock Record Locked by Others: Allows a user to unlock a record another user is accessing.Unlock Screen Locked by Others: Unlock a computer another user has put into HIPAA-mode. MacPractice recommends enabling this privilege only for administrators, managers, or those of similar authority.",402
394," 49676307 How+to+Use+Restorative+Charting. How to Use Restorative Charting - MacPractice HelpDesk - Confluence SpacesAppsTemplatesCreateMacPractice HelpDeskAll contentCalendarsSpace settingsContentMacPractice HelpDeskDental and Perio ChartingHow to Use Restorative ChartingShareHow to Use Restorative ChartingDylan NighOwned by Dylan NighLast updated: Feb 15, 20246 min readLoading data...This article covers the basics of how to utilize Restorative Charting.Open For information on how to set up Restorative Charting, click Here.The Charting Documentation contains these sections.1 Basics of Charting1.1 Incident Sidebar1.2 Charting Procedures1.3 Charting Menu Selections2 Chart History3 Clinical Notes Table3.1 Adding Clinical Notes4 DR RibbonBasics of ChartingThis section deals with the bare bones functionality of Restorative Charting. Open Incident SidebarFirst, let's address the Incident Sidebar, which contains sections for the Patient Chart, Treatment Plans, Perio Chart, and then within Incidents (the blue folders) there are sections for Completed Procedures and Treatment Plan. We will be focusing on the              Patient Chart, and within the Incident Folder we will focus on Completed Procedures and the Treatment Plan.The Patient Chart allows us to chart pre-existing work that may have not been administered by your office. Procedures added to this chart will not be charged in the Ledger. By default, these procedures are outlined in Blue by default on the chart.Completed Procedures are work that has been completed by your office. These procedures will be added to a patient's ledger, and are outlined in Green by default on the chart. It is important to stress that any procedures added to Completed Procedures will count towards the patient's balance.A Treatment Plan indicates planned work that has not been completed yet and is planned for the future. These procedures are added to a patient's Treatment Plan which can be moved to Completed at any time. These procedures are outlined in Red by default on the chart. To the right is an example of a procedure charted on the Patient Chart, Completed Procedures, and a Treatment Plan, in that order from left to right.",459
395,"The outline color differentiates what kind of procedure it is.Note: If you have Hide Material Colors checked in Highlighting Options (the Gear icon in the upper right of the Restorative Charting window), the 'material color' (the green in the above screenshot) will be replaced with the outline color. This may be more useful for you. See How to Set Up Restorative Charting - Hide Material Colors for more detail.Charting ProceduresTo chart a procedure on a tooth, first select either the Patient Chart, Completed Procedures, or Treatment plan, then simply right click the tooth in question. This will bring up the Charting Menu. From there, you can choose the type of procedure you wish to chart. Click OK when you are satisfied with your choice, and the procedure will be added to the chart.Alternatively, if you have a Charting Shortcut you'd like to use, simply click on the tooth you wish to apply a procedure to, and then click on the appropriate Charting Shortcut. For more information on how to set up Charting Shortcuts, please refer to How to Set Up Restorative Charting - Charting Shortcuts.If you wish to chart an item without a tooth selected for the purposes of exams and other procedure codes that aren't tied to a specific tooth, you can click on the ""Chart Without Tooth"" option. This will pull up the Charting Menu.Charting Menu SelectionsYou can find a list of all of the Charting Menu Selections in this article here. Each category can have procedure codes tied to the category by accessing the Charting Code Map on the MacPractice Server computer. Chart HistoryThe Chart History control allows you to cycle through each visit/procedure date to review the progression of a patient's chart over time.The Dental Timeline is assembled by each treatment's procedure date present on the Chart. You can use the ""Chart History"" drop down to choose a date you wish to review, or you can cycle through the dates by using the arrow buttons.It is important to note that newly charted procedures will default to a procedure date of the New Patient Date field, located in the Patient Tab.Clinical Notes TableThe Clinical Note Table is where you can find a textual view for each procedure charted on a selected tooth.",460
396,"Consider the Clinical Notes Table a complement to the graphical view of the Restorative Chart view.If no tooth is selected, the Clinical Notes Table will include every procedure on a patient's chart, as long as the filters above the Clinical Notes Table are enabled. If a tooth is selected, the Clinical Notes Table will only display the procedures listed on that particular tooth.You can also use the colored tabs to filter out particular procedures. By default, all filters are active, so all procedures will be included in the table. If you wanted to filter out a set of procedures (for example, all Pre-Existing procedures), you would simply click the tab in question that you wish to filter out.Adding Clinical NotesTo add a Clinical Note to a procedure, simply click on the Clinical Note field and press the tab button. This will bring the selector inside the Note field, and you can type out your note.To add a Clinical Note without a procedure, you can either right click a tooth and select 'Note', or you can click the Plus icon in the upper right of the Clinical Note table (visible in the above gif to the right of the Search bar).Once a Clinical Note has been added, you can lock it from any changes by clicking on the lock icon in the Clinical Note Table. If a Clinical Note is unlocked, you can also change it by clicking the Clinical Note field and pressing tab. Only the user who locked the note can unlock it.If you double click the field, a window will appear displaying each change that had been made to this Clinical Note, and allow you to make in depth changes.If you have a Common Clinical Note set in References > Common Clinical Notes, you can simply type the first few letters of the name or the text within a Common Clinical Note and it will automatically populate in a list.If you delete a Procedure that had a Clinical Note tied to the Procedure, the Clinical Note will be placed in a separate filter named ""Deleted Notes"" to the right of ""Conditions"".",401
397," 59475178 Auto+Reports+Node. Auto Reports Node - MacPractice HelpDesk - Confluence SpacesAppsTemplatesCreateMacPractice HelpDeskAll contentCalendarsSpace settingsContent•Welcome to the MacPractice HelpDesk! (Orientation Page)Knowledge BaseAdd-On FeaturesAttachments AbilityBackupsClinical AbilityDental and Perio ChartingDigital RadiographyeClaims & ERAsEHR AbilityEMR/EDR AbilityGeneral NavigationInstallation, Login, and UpdatesiPad AppsLabs & HL7 MessagingLedger and ClaimsNotes and Paper FormsOptical AbilityPatient Portal ServicesPatients AbilityPayment Processing SolutionsPreferencesReferences AbilityReports Ability•Reports Ability at a Glance•Report Filter Defaults Node•Auto Reports NodeAccounting and Financial ReportsAdditional ReportsClinical ReportsDaily ReportsInsurance ReportsManagement ReportsMarketing ReportsMonthly ReportsPredetermination ReportsProduction Analysis ReportsReferrals ReportsScheduling ReportsRx Ability and ePrescribeSchedule AbilitySecurity and NetworkingTime Clock AbilityWeb Applications and Other InterfacesInventory AbilityManagers AbilitySolutionsLearning CenterRelease Notes•Hours of Operation•Update Requirements and Caveats•CHC Bulletin and Current Options (3-1-2024)MacPractice HelpDeskReports AbilityAuto Reports NodeAuto Reports NodeDylan NighOwned by Dylan NighMar 17, 20232 min readLoading data...Auto Reports runs and exports multiple reports at the same time. To access Auto Reports, go to the Reports ability and select Auto Reports in the sidebar.NOTE: Some reports have special filters that can only be accessed from the Reports ability. If one of these special filters needs to be used, Auto Reports may not be able to be used for that particular report.The report filters are at the top, with a list of all reports that can be automatically run below. Check the filters carefully - not all reports will use all filters, but the filters will be used by all reports that are run. If some reports need to be run with different filter settings they will need to be run separately.NOTE: Some reports have special filters that can only be accessed from the Reports ability. If one of these special filters needs to be used, Auto Reports may not be able to be used for that particular report.Once the filters are set, choose the Start Date and End Date range. All reports run in Auto Reports will use the same dates. If reports with different date ranges are needed run them separately.",491
398," 64422025. User Alert Response Type Reference Node - MacPractice HelpDesk - Confluence SpacesAppsTemplatesCreateMacPractice HelpDeskAll contentCalendarsSpace settingsContentMacPractice HelpDeskClinical ReferencesUser Alert Response Type Reference NodeUser Alert Response Type Reference NodeDylan NighOwned by Dylan NighLast updated: Oct 27, 20231 min readLoading data...This Reference is used in conjunction with the Clinical Rule Decision Reference category, where you can define the types of User Alert Responses that can be issued.Click Here for more information on Customizing Alert Messages.Open {""serverDuration"": 15, ""requestCorrelationId"": ""72913b3034ff4af3bec3cdf362f23135""}",146
399," 70090821 Networking+ +Server. Networking - Server - MacPractice HelpDesk - Confluence SpacesAppsTemplatesCreateMacPractice HelpDeskAll contentCalendarsSpace settingsContentMacPractice HelpDeskSecurity and NetworkingNetworking - ServerNetworking - ServerDylan NighOwned by Dylan NighLast updated: Nov 01, 20232 min readLoading data...The MacPractice Server hosts the Database Connection Configuration, which allows MacPractice terminals to connect to the MacPractice Network and share the database. The Database Connection Configuration Settings can be found by opening the Log In Window drawer.The MacPractice server hosts the following information needed to connect any MacPractice Terminal to the MacPractice Server:The Database UsernameThe Database PasswordThe Server IP addressThe MacPractice Server should always have localhost in the Server IP Address field, and root for the DB Username field. In most cases, the DB Password field will be blank, unless your office has specifically set up a DB password for the root user. (Under normal circumstances, there is no need to edit this information.)Open  The default MacPractice user has a username of ""admin"" and a password of ""password"". To change the default user's login credentials, access the References ability and select Users in the sidebar. Select the user account and adjust the information as needed. MacPractice Support strongly recommends that this information is changed for security purposes. The MacPractice Server IP address can be located on the server within the MacPractice menu under About MacPractice. The IP address can also be obtained from the server computer in the Apple menu under System Preferences. Select Networking and find the IP address field in the resulting window. Open  As the server hosts the database, there are some MacPractice features can only be accessed from the MacPractice Server.The following functions in the Managers ability are only accessible from the server computer:Charting Code MapCodes Manager (including Diagnosis Codes and HCPCS Codes)Database UtilitiesPostal Code ManagerAutoRemind Manager*Database Manager*The following Preference functions are only available on the MacPractice server computer:Fetch LicenseDatabase Access PreferenceServer Backup PreferenceItems listed with an asterisk (*) are used by MacPractice Support when troubleshooting issues; they will not be visible by default. {""serverDuration"": 36, ""requestCorrelationId"": ""8b7d8d6f64364dcf8eca75cab4561870""}",497
400," 75399197. eClaims - DentalXchange (Legacy) - MacPractice HelpDesk - Confluence SpacesAppsTemplatesCreateMacPractice HelpDeskAll contentCalendarsSpace settingsContentMacPractice HelpDeskeClaims & ERAseClaims - DentalXchange (Legacy)eClaims - DentalXchange (Legacy)Dylan NighOwned by Dylan NighLast updated: Sept 25, 20233 min readLoading data...EHG TemplateThe EHG template is the dental claims template used to upload claims to DentalXChange. Once you send your claims, you will need to check the DentalXChange website for further information. Your claims in MacPractice will stay in the Sent status until you either post payment to close the claim, or manually close the claim.DentalXchange ClaimConnectTo review your claims, visit the DentalXChange website at www.dentalxchange.com. You may also access the site by going to the Internet ability in MacPractice and clicking on DentalXChange in the sidebar. You will need to login using your username and password. This information will be provided to you during your eClaims training. If you have forgotten your password, please contact the MacPractice Support department at 877-220-8418.NOTE: There are a few items that are disabled in the MacPractice Internet ability, such as pop up windows and some JavaScript. You may want to use an external browser, such as Safari, Google Chrome, or Firefox, to utilize all of the website's features.Open Once you have logged in to the site, click the Claim Search link in the sidebar to view your claims.On the Claim Search page, you may view all problem claims (A), search for a specific claim (B), or view your entire claims batch (C).Open Click the Transmittal Status link near the bottom to view all batches of claims that have been transmitted to DentalXchange. The Batch Claims page will show you all claims you have sent in a singe transmission, including the date and time the claims were received, the total number of claims submitted, the total fees submitted, and whether the claims were uploaded successfully or not. If you ever see a message that says ""Batch upload failure,"" please contact MacPractice Support for assistance. Otherwise, you can click the ""Claims List"" link to view all claims submitted in a single batch.You should regularly log in to the DentalXChange site to check up on problem claims.",494
401," 57802785 Accounts+by+Financial+Status+Report. Accounts by Financial Status Report - MacPractice HelpDesk - Confluence SpacesAppsTemplatesCreateMacPractice HelpDeskAll contentCalendarsSpace settingsContentMacPractice HelpDeskAccounting and Financial ReportsAccounts by Financial Status ReportShareAccounts by Financial Status ReportDylan NighOwned by Dylan NighLast updated: Aug 28, 2023Loading data...The Accounts by Financial Status Report displays accounts on which a Financial Status has been set within the Account tab of the Patients ability. It is located in the Accounting/Financial folder of the Reports Ability.1 Filter Options2 Results Columns2.1 Unexpanded2.2 ExpandedFilter OptionsOpen Providers: Filters the report by the Provider to which the patient with a Financial Status is associated.Offices: Filters the report by the Office to which the patient with a Financial Status is associated.Financial Statuses: Filters the report by the Financial Status applied to the patient.Include archived and deleted patients' accounts: Includes archived and deleted patients' accounts with a Financial Status applied.Include accounts with zero balances: Includes accounts with a Financial Status applied and a zero balance.Include the Last Payment Date and Amount: Includes the Last Payment Date and Amount columns within the report results.Results ColumnsUnexpandedExpandedUnexpandedOpen Account #: The account number of the account result with a Financial Status.Primary Last, First: The first and last name of the primary of the account result with a Financial Status.Statement Status: The Statement Status of the account result with a Financial Status.Finance Charge: If the account is set to be exempt, it will say so here.Account Balance: The Account Balance of the account result with a Financial Status.Financial Status: The Financial Status of the account result.Days Overdue: The number of days which the account is overdue.Statement Message: The Statement Message applied to the account result with a Financial Status.Expanded Posted Date: The date on which the charge was posted.Patient Last, First: The first and last name of the patient with the charge.Code: The code of the posted charge.Description: The description of the code that was charged.Days Overdue: The number of the days which the charge is overdue.Balance Due: The balance amount due for the charge. {""serverDuration"": 36, ""requestCorrelationId"": ""520772b13fc441b68b6f4f3084aa0ee2""}",495
402," 50167819 Using+the+Notes+Ability#Creating a Note from a Template. Using the Notes Ability - MacPractice HelpDesk - Confluence SpacesAppsTemplatesCreateMacPractice HelpDeskAll contentCalendarsSpace settingsContentMacPractice HelpDeskNotes and Paper FormsUsing the Notes AbilityShareUsing the Notes AbilityDylan NighOwned by Dylan NighLast updated: Oct 12, 2023Loading data...The Notes Ability is a built-in word processor that can be used to create note letter templates, which can then be used to generate patient notes from those templates. It's a powerful tool to save you time and energy when addressing any note letter needs.This article will provide an overview of the functionality of the Notes Ability. We'll cover generating patient notes, building a note template, and show how you can set up your note templates to pull information already entered into areas of MacPractice so each note is automatically custom tailored for each patient.1 Setting Up Notes Preferences2 Creating Patient Notes2.1 Creating a blank Patient Note2.2 Creating a Note from a Template3 Managing and Editing Patient Notes3.1 Editing Patient Notes3.2 Categories and Parts3.3 Locking Patient Notes3.4 Archiving and Unarchiving Notes4 Creating and Managing Templates4.1 Creating a Blank Template4.2 Shared Templates4.3 Uploading Templates4.4 Note Template Groups4.5 Notes Images and Image Pull FieldsSetting Up Notes PreferencesOpen Before working in the Notes Ability for the first time, it's always a good idea to check and configure the Notes Preferences. Navigate to the MacPractice Menu and select Preferences. Then, search for and click on ""Notes"" in the Preferences Window sidebar.Open From here, you can adjust several different Preferences that impact the Notes Ability. We recommend you adjust the ""Format Date As"" field to fit your needs, and confirm that the print margins are correct. Once you are done, simply close the Preferences window. Creating Patient NotesPatient Notes can be created from scratch or from a template.Creating a blank Patient NoteTo create a Blank Patient note, select the New Notes node in the sidebar, as in the image above, and then click the Green Plus above the sidebar. If a patient is selected, a new blank note will be generated for that patient.",485
403,"If no patient is selected, a patient search dialogue will pop up where you can search for and select a patient.Creating a Note from a TemplateSeveral methods can be used to create a patient note from a Note Template:Select the template in the sidebar and click the plus button above the sidebar to create a new patient note.Drag a patient's name or a list of names from the List tab in the Drawer to the Note Template (this can be done in the Patients, Schedule, or Notes abilities). This method is typically used to create several patient notes at once.Drag the patient name or appointment from the sidebar to the Note Template in the sidebar of the Patients or Schedule ability. This method is useful for generating a quick note when working out of the Schedule or Patients ability.If the Appointment pull fields (not the Appointment Table pull fields) are present in a template, the note must be created by dragging the appointment to the note template in the sidebar of the Scheduling ability. Otherwise, MacPractice will not be able to determine which appointment's information should be pulled into the note.Managing and Editing Patient NotesIn this section we'll review all of the tools available to manage and lock down your Patient Notes.Editing Patient NotesThe Note Editor functions as a basic word processor.From left to right:Styles Drop Down Menu: This drop down allows you to set bolding, italics, outlining, etc. on any text entry.Justify Buttons: The Justify buttons allow you to set text to be justified on the left side, right side, or middle of the page.Spacing Drop Down: This drop down menu allows you to determine the spacing between lines. This is set to single by default.Lists Drop Down: Lists allow you to add bullet points to a list, or a numbered order to a list. Fonts Drop Down: This drop down allows you to choose your desired font.Color Selector: The color selector, when clicked, allows you to select any color for your text.Image Selector: The image icon, when clicked, allows you to insert an image into the current Patient Note. It is important to note that the Images/Attachments Ability is more suited towards storing images associated to a patient.",460
404,"You can learn how to use the Images/Attachments Ability here.Categories and PartsCategories are groupings of similar Parts, which are pre-built sections of text that can be dragged and dropped into a Patient Note. These are useful if you have a few sections of text for situations that you plan on re-using. For example, the below screenshot has the ""Cold"" Part in the ""Subjective"" category. The contents of the Part are in the Note Editor. To create a new Category, you can select the Categories Node in the Sidebar, then click the Green Plus. A new Category header will be created where you can name the Category.With a Category selected in the Sidebar, the Green Plus and Red Minus will appear next to the Category as shown in the above screenshot. This allows you to add and delete Parts. With a Part selected, you can then use the Note Editor to create that part.To move a Part into a Patient Note, with a Note selected simply drag and drop the desired Part to the Note.Locking Patient NotesLocking a Patient Note will prevent any future changes from occurring on the Note. A note that has been locked cannot be unlocked, so it's important to ensure the note is exactly how you want it before you lock it. Locking a note can be important to ensure that a patient's history is retained, and it's helpful to lock down correspondence sent for auditing purposes later.To lock a note, simply drag the note in the Sidebar into the ""Locked"" node. (The Locked checkbox is for usage with Templates instead of Patient Notes).Archiving and Unarchiving NotesArchiving a note will remove it from the sidebar as if you had deleted the item, but it can be retrievable should you change your mind later or need to refer to the note. To archive a note, simply select the note in the Sidebar, then click the Red Minus button at the top of the sidebar. Alternatively, you can select the note and press the Delete key on your keyboard.",417
405,"A confirmation prompt will appear.To unarchive a Note, you can navigate to the File Menu > Retrieve Archived > Notes.A window will appear with all archived notes, which you can unarchive as you wish.Creating and Managing TemplatesThis section will cover how to set up Templates and get the most out of them to make creating Patient-specific notes as quick and easy as possible.Creating a Blank TemplateCreating a template is as simple as creating a Patient Note. Select the Templates node, then click the Green Plus above the Sidebar. The template's initial contents (pull fields, text, and margins) are pulled from the Default Template record.With a new template, you can begin to enter text, and drag and drop in elements from the pull field palette in the lower left that will pull in information for that patient automatically. When writing a Template, you want to write it in such a way that it can be used for multiple purposes. Here is an example for a new patient note template:All pull field elements in the above example are noted by <<>>'s, indicating that this information will be populated with the correct patient's data, as well as the office's data. If the office's demographics were to change, this note template would update accordingly due to the usage of the office pull fields.When a Template is saved, it will have the Locked checkbox checked. This will prevent changes unless you intentionally uncheck the Locked checkbox.Please refer to our Knowledge Base article on Template Basics for more information on how to create and edit Templates. For more information on Pull Fields, please refer to Notes - Pull Field Basics. Finally, don't forget that if you ever have any questions or you're having trouble achieving a specific result, don't hesitate to contact MacPractice Support!Shared TemplatesWithin the Shared Template Node in the Notes Ability, MacPractice contains a library of templates created by other MacPractice users that can be downloaded and added to your office's database. These Shared Templates can then be customized to meet your specific needs.To peruse the available Templates, select the Specialties you'd like to peruse, then click the Apply button within the Shared Templates node. This will populate the list of available Templates for the selected Specialties.",449
